Crop,Region,Month,Fertilizer,N,P,K,Temperature(C),Humidity(%),Soil_pH,Moisture(%)
Lentil (Masur),Maharashtra,July,Vesicular Arbuscular Mycorrhiza (VAM),62.9,92.5,108.1,33.4,45.2,8.3,16.8
Lentil (Masur),Himachal Pradesh,December,NPK 17:17:17,111.9,75.3,21.3,42.5,84.2,6.2,39.0
Lentil (Masur),Kerala,August,NPK 15:15:15,80.9,11.3,42.1,24.3,34.1,5.4,43.2
Lentil (Masur),Haryana,July,Vermicompost,116.8,72.8,115.2,32.2,90.2,8.0,13.4
Lentil (Masur),Himachal Pradesh,October,Rhizobium Biofertilizer,104.2,24.2,64.5,22.1,90.2,5.4,29.0
Lentil (Masur),Arunachal Pradesh,April,Azotobacter Biofertilizer,6.3,37.6,117.6,12.7,23.3,7.4,10.4
Lentil (Masur),Karnataka,January,Green Manure,33.8,22.6,113.6,31.4,77.5,6.7,27.8
Lentil (Masur),Haryana,July,NPK 30:10:10,96.0,90.1,34.0,24.2,97.3,4.8,16.3
Lentil (Masur),Gujarat,November,Copper Sulphate,34.6,97.7,94.8,30.9,73.8,5.7,26.8
Lentil (Masur),Arunachal Pradesh,October,Sulphate of Potash (SOP),3.6,70.3,110.7,10.2,21.6,7.9,46.0
Lentil (Masur),Maharashtra,January,Green Manure,18.5,8.4,33.4,40.0,38.1,6.6,18.8
Lentil (Masur),Assam,March,Sulphur-Coated Urea,6.2,9.2,101.1,34.4,74.2,7.7,5.0
Lentil (Masur),Bihar,May,Phosphobacteria,101.4,62.8,40.7,34.2,73.9,4.8,47.7
Lentil (Masur),Arunachal Pradesh,September,Copper Sulphate,46.5,81.8,119.5,34.0,61.7,5.4,38.5
Lentil (Masur),Madhya Pradesh,May,NPK 17:17:17,7.0,57.7,28.8,39.9,68.9,7.7,30.4
Lentil (Masur),Haryana,April,NPK 15:15:15,77.1,31.3,2.0,32.0,29.2,5.9,18.2
Lentil (Masur),Jharkhand,April,Bone Meal,134.9,83.9,27.7,15.3,92.9,5.5,21.3
Lentil (Masur),Karnataka,April,Sulfur Coated Urea,91.1,59.1,52.3,35.4,75.5,7.8,11.8
Lentil (Masur),Chhattisgarh,December,Copper Sulphate,88.7,0.8,64.1,11.4,84.1,9.0,42.3
Lentil (Masur),Himachal Pradesh,October,Potassium Nitrate,107.1,26.9,37.1,18.1,80.3,9.0,31.2
Lentil (Masur),Kerala,April,NPK 14:35:14,135.7,53.7,56.0,34.0,77.2,6.1,19.8
Lentil (Masur),Jharkhand,February,NPK 12:32:16,69.9,11.5,81.3,19.1,92.9,8.3,19.1
Lentil (Masur),Madhya Pradesh,December,Zinc Oxysulphate,68.3,53.7,33.3,16.9,52.5,6.1,47.3
Lentil (Masur),Gujarat,September,Neem-Coated Urea,6.9,12.5,23.6,17.5,95.9,6.2,21.3
Lentil (Masur),Himachal Pradesh,January,Potassium Nitrate,30.4,45.5,55.7,27.6,56.1,8.6,45.6
Lentil (Masur),Arunachal Pradesh,June,Vesicular Arbuscular Mycorrhiza (VAM),96.3,6.1,44.4,31.4,75.9,8.1,39.3
Lentil (Masur),Goa,December,Calcium Nitrate,14.4,99.4,3.1,18.8,70.9,6.7,18.3
Lentil (Masur),Maharashtra,July,Rock Phosphate,13.4,89.8,45.1,13.5,48.5,6.3,27.5
Lentil (Masur),Bihar,June,Potassium Nitrate,104.7,52.6,2.4,26.1,97.7,8.2,13.4
Lentil (Masur),Jharkhand,October,Azotobacter Biofertilizer,13.3,72.9,41.4,44.9,90.0,5.8,17.3
Lentil (Masur),Himachal Pradesh,March,Compost,137.0,9.0,118.0,25.5,25.9,8.2,30.2
Lentil (Masur),Bihar,December,Potash Mobilizing Biofertilizer,37.6,37.0,1.8,28.9,96.8,8.5,19.8
Lentil (Masur),Assam,September,Sulfur Coated Urea,97.6,76.4,56.5,18.4,62.2,6.7,36.3
Lentil (Masur),Chhattisgarh,June,NPK 12:32:16,37.8,68.7,87.1,10.4,73.4,5.6,37.4
Lentil (Masur),Madhya Pradesh,March,Triple Super Phosphate (TSP),86.2,14.8,24.4,33.3,67.9,5.5,18.7
Peas (Matar),Maharashtra,October,Green Manure,30.5,63.8,65.6,27.5,51.4,6.8,47.5
Peas (Matar),Himachal Pradesh,January,Rock Phosphate,13.8,70.2,68.0,19.1,31.7,7.0,37.8
Peas (Matar),Kerala,August,Zinc Sulphate,31.9,39.9,43.4,10.7,56.7,7.7,23.9
Peas (Matar),Goa,May,Boron (Boric Acid/Borax),129.5,5.8,8.9,42.7,43.4,9.0,18.5
Peas (Matar),Maharashtra,December,NPK 10:26:26,13.5,87.4,36.2,28.1,38.8,6.5,36.2
Peas (Matar),Haryana,November,Magnesium Sulphate,32.0,62.9,68.7,31.4,54.5,6.1,28.0
Peas (Matar),Andhra Pradesh,June,Farmyard Manure (FYM),47.1,56.6,23.4,37.6,50.0,8.6,21.4
Peas (Matar),Goa,January,Boron (Boric Acid/Borax),90.4,31.6,2.2,12.4,55.4,7.7,20.4
Peas (Matar),Bihar,June,Monoammonium Phosphate (MAP),31.2,44.7,119.1,19.7,51.9,8.4,19.3
Peas (Matar),Goa,January,NPK 16:20:0,4.7,44.6,55.9,42.3,82.3,7.5,9.5
Peas (Matar),Assam,February,Green Manure,29.3,81.1,18.6,18.6,89.8,5.3,8.4
Peas (Matar),Bihar,February,Sulphate of Potash (SOP),55.0,71.5,51.5,23.4,55.7,7.4,45.5
Peas (Matar),Goa,February,Sulphur-Coated Urea,113.6,40.7,106.2,27.6,29.9,8.3,26.4
Peas (Matar),Karnataka,September,Potash Mobilizing Biofertilizer,23.6,13.7,89.9,11.8,24.7,7.9,30.5
Peas (Matar),Bihar,September,Neem-Coated Urea,116.7,10.9,18.2,13.5,58.9,5.9,15.4
Peas (Matar),Karnataka,July,Water Soluble NPK (19:19:19),115.8,42.5,77.3,45.0,73.1,6.7,45.5
Peas (Matar),Karnataka,September,Diammonium Phosphate (DAP),101.8,37.2,117.1,25.7,28.7,6.7,16.1
Peas (Matar),Chhattisgarh,November,Double Super Phosphate (DSP),61.9,94.1,64.3,30.4,61.3,7.8,49.8
Peas (Matar),Jharkhand,July,Zinc Fortified Urea,23.2,24.9,32.0,27.1,21.4,6.7,7.6
Peas (Matar),Arunachal Pradesh,March,Zinc Oxysulphate,60.8,24.1,78.6,22.9,80.3,7.7,39.7
Peas (Matar),Jharkhand,January,Ammonium Chloride,69.2,57.4,106.3,16.1,92.4,5.3,42.5
Peas (Matar),Bihar,March,Monoammonium Phosphate (MAP),126.8,86.0,106.2,30.5,81.5,5.0,10.6
Peas (Matar),Jharkhand,February,Potassium Nitrate,137.3,90.1,23.6,15.6,45.6,4.6,31.0
Peas (Matar),Kerala,September,Rhizobium Biofertilizer,27.0,19.7,8.7,39.7,80.4,7.5,10.2
Peas (Matar),Andhra Pradesh,March,Dolomite,64.0,46.9,61.5,15.1,96.9,7.9,45.0
Peas (Matar),Bihar,October,Compost,127.6,96.1,115.4,43.6,36.5,6.0,37.0
Peas (Matar),Goa,July,Single Super Phosphate (SSP),16.6,84.3,92.8,15.4,75.2,7.5,5.4
Peas (Matar),Karnataka,July,Dolomite,75.5,67.0,15.1,18.4,82.0,8.9,10.6
Peas (Matar),Chhattisgarh,January,Monoammonium Phosphate (MAP),80.4,75.0,20.8,21.9,86.1,8.7,8.4
Peas (Matar),Chhattisgarh,August,Zinc EDTA,32.9,69.2,21.8,28.1,45.4,6.3,6.9
Peas (Matar),Kerala,May,Bone Meal,72.1,75.4,6.2,44.8,99.0,7.1,9.1
Peas (Matar),Madhya Pradesh,September,Phosphobacteria,72.7,61.4,58.0,18.6,31.5,8.2,33.5
Peas (Matar),Jharkhand,March,NPK 17:17:17,119.8,33.5,29.2,39.6,30.8,4.6,33.5
Peas (Matar),Chhattisgarh,March,Copper Sulphate,120.3,13.3,42.4,39.0,98.1,5.1,42.1
Peas (Matar),Gujarat,July,NPK 28:28:0,137.6,44.2,19.2,10.6,58.1,5.0,8.8
Peas (Matar),Assam,December,Zinc Oxysulphate,88.3,54.2,8.3,35.2,41.0,5.7,22.3
Peas (Matar),Himachal Pradesh,October,Double Super Phosphate (DSP),12.5,92.6,3.6,40.9,76.5,8.4,43.4
Peas (Matar),Assam,January,Zinc EDTA,65.8,59.1,74.9,44.0,34.7,8.4,46.1
Peas (Matar),Goa,March,Magnesium Sulphate,102.9,4.7,63.8,36.2,39.0,6.5,42.8
Peas (Matar),Haryana,July,Magnesium Sulphate,78.0,7.1,114.5,18.1,46.1,5.6,5.1
Peas (Matar),Bihar,March,Dolomite,26.6,33.7,41.1,23.6,21.4,7.6,18.1
Peas (Matar),Madhya Pradesh,May,NPK 14:28:14,90.2,53.3,5.4,22.1,33.0,5.1,38.0
Peas (Matar),Himachal Pradesh,October,Compost,23.4,87.5,102.1,24.7,24.5,8.5,38.8
Peas (Matar),Arunachal Pradesh,October,Farmyard Manure (FYM),71.7,14.9,67.8,16.7,97.7,8.2,42.4
Peas (Matar),Goa,April,NPK 12:32:16,124.7,73.9,115.3,32.5,36.5,6.2,12.2
Peas (Matar),Jharkhand,July,Zinc Fortified Urea,23.9,34.2,13.6,21.2,32.8,5.3,42.5
Peas (Matar),Gujarat,September,Zinc Oxysulphate,104.4,28.9,53.7,27.5,61.9,7.7,38.9
Peas (Matar),Karnataka,April,Monoammonium Phosphate (MAP),112.0,88.8,66.6,36.2,74.2,6.6,41.8
Peas (Matar),Chhattisgarh,November,Double Super Phosphate (DSP),110.4,59.9,28.8,18.4,59.9,5.1,24.8
Peas (Matar),Gujarat,October,Diammonium Phosphate (DAP),64.4,8.6,76.0,10.9,59.0,6.3,10.5
Peas (Matar),Maharashtra,August,Water Soluble NPK (13:40:13),6.1,42.5,102.3,33.8,32.1,7.4,21.2
Peas (Matar),Haryana,April,Ammonium Nitrate,75.0,25.1,82.6,18.0,96.7,4.9,23.4
Peas (Matar),Bihar,July,Molybdenum (Ammonium Molybdate),20.2,48.2,115.1,20.0,82.8,7.5,24.1
Peas (Matar),Chhattisgarh,April,Sulphur-Coated Urea,14.3,63.4,57.8,12.9,20.5,8.6,42.2
Peas (Matar),Goa,May,Monoammonium Phosphate (MAP),36.5,72.7,64.0,42.5,59.1,7.0,19.0
Peas (Matar),Bihar,February,Chelated Iron,22.2,1.3,2.4,19.0,77.9,5.2,8.5
Peas (Matar),Assam,March,Water Soluble NPK (13:40:13),79.8,98.8,73.0,23.3,42.3,8.3,29.4
Peas (Matar),Assam,June,Gypsum,70.7,70.6,107.5,37.5,41.6,6.8,9.5
Peas (Matar),Andhra Pradesh,February,Manganese Sulphate,103.2,50.4,59.5,10.3,58.5,5.5,37.8
Peas (Matar),Chhattisgarh,July,Zinc Fortified Urea,11.2,88.1,58.9,18.4,20.1,8.7,30.2
Peas (Matar),Arunachal Pradesh,May,Monoammonium Phosphate (MAP),44.7,8.6,81.2,16.4,95.4,6.4,16.5
Peas (Matar),Andhra Pradesh,October,Sulfur Coated Urea,50.7,36.9,62.9,30.3,67.0,7.1,12.6
Peas (Matar),Bihar,August,Boron Fortified NPK,44.8,6.0,11.1,12.9,92.9,4.7,11.0
Peas (Matar),Gujarat,February,Monoammonium Phosphate (MAP),138.4,98.7,20.9,35.1,96.6,7.1,48.5
Peas (Matar),Gujarat,August,Ammonium Sulphate (AS),14.1,88.7,10.7,34.1,61.2,4.7,20.5
Peas (Matar),Himachal Pradesh,February,Boron Fortified NPK,20.4,14.7,13.9,29.7,70.7,8.0,22.1
Peas (Matar),Kerala,March,NPK 20:20:0,87.9,9.6,84.7,39.0,58.3,7.2,38.0
Peas (Matar),Karnataka,March,Anhydrous Ammonia,1.3,38.7,82.1,42.4,40.0,4.6,42.0
Peas (Matar),Maharashtra,January,Urea,13.9,65.5,119.5,25.2,63.6,5.5,33.3
Peas (Matar),Goa,March,Molybdenum (Ammonium Molybdate),31.9,37.3,57.7,12.7,67.6,8.7,14.9
Peas (Matar),Andhra Pradesh,November,NPK 14:35:14,25.6,1.3,30.0,31.9,72.0,7.9,44.7
Peas (Matar),Bihar,April,Dolomite,14.1,46.9,102.2,16.1,68.1,8.3,17.4
Peas (Matar),Himachal Pradesh,May,Potash Mobilizing Biofertilizer,119.8,13.6,89.7,10.8,78.3,5.0,25.5
Peas (Matar),Himachal Pradesh,January,Sulfur Coated Urea,31.2,42.7,22.7,31.7,32.4,8.6,7.7
Peas (Matar),Chhattisgarh,June,Azolla,40.4,60.7,11.5,10.4,35.1,6.4,19.3
Peas (Matar),Himachal Pradesh,September,NPK 20:20:13,12.8,50.4,4.6,17.5,72.5,6.2,28.2
Peas (Matar),Haryana,September,NPK 14:28:14,77.4,63.5,23.1,14.4,68.2,4.9,14.4
Peas (Matar),Kerala,June,Green Manure,4.5,96.5,5.2,17.9,48.0,7.2,21.4
Peas (Matar),Kerala,April,Calcium Ammonium Nitrate (CAN),47.7,98.3,7.2,38.1,61.9,7.1,24.4
Peas (Matar),Kerala,July,Chelated Iron,104.5,54.8,52.3,42.9,84.2,7.3,35.2
Peas (Matar),Jharkhand,October,Zinc EDTA,96.4,43.4,101.1,16.2,29.8,7.6,46.7
Peas (Matar),Gujarat,January,Rhizobium Biofertilizer,92.3,12.9,96.4,14.5,30.5,5.9,6.4
Peas (Matar),Maharashtra,November,Green Manure,39.5,1.1,118.0,14.5,37.4,9.0,45.4
Peas (Matar),Karnataka,May,Azotobacter Biofertilizer,131.2,7.3,46.7,30.2,76.3,7.6,18.7
Peas (Matar),Chhattisgarh,March,Molybdenum (Ammonium Molybdate),2.2,75.2,102.2,14.3,93.8,7.5,12.0
Peas (Matar),Himachal Pradesh,May,Water Soluble NPK (13:40:13),69.5,64.2,116.0,12.5,37.1,8.0,47.6
Peas (Matar),Arunachal Pradesh,March,Calcium Nitrate,121.2,61.6,13.8,12.7,36.9,7.5,8.4
Peas (Matar),Gujarat,February,Triple Super Phosphate (TSP),4.7,70.0,30.8,19.0,63.9,8.0,16.1
Peas (Matar),Chhattisgarh,March,Magnesium Sulphate,89.1,54.7,74.0,30.9,62.8,7.0,44.3
Peas (Matar),Bihar,October,Phosphobacteria,81.5,50.3,31.9,39.4,40.2,7.6,6.5
Peas (Matar),Himachal Pradesh,July,NPK 15:15:15,16.3,43.2,45.7,22.7,95.1,7.2,40.2
Peas (Matar),Jharkhand,September,Azolla,96.6,9.5,38.7,30.1,71.9,7.5,26.3
Peas (Matar),Gujarat,October,Gypsum,133.6,56.9,41.5,12.5,25.6,5.9,32.2
Peas (Matar),Jharkhand,March,Manganese Sulphate,27.8,92.4,39.3,12.8,94.7,8.5,29.2
Peas (Matar),Haryana,September,NPK 19:19:19,34.1,56.7,55.4,42.6,80.3,5.5,15.3
Peas (Matar),Kerala,April,Double Super Phosphate (DSP),82.9,98.7,47.6,32.0,62.8,4.5,11.5
Peas (Matar),Haryana,December,Water Soluble NPK (19:19:19),110.4,62.5,5.7,20.1,75.3,8.7,24.3
Peas (Matar),Bihar,December,Boron Fortified NPK,89.9,40.8,38.7,29.9,77.0,5.9,7.9
Peas (Matar),Chhattisgarh,November,NPK 28:28:0,66.5,80.3,81.3,39.5,21.4,5.5,19.1
Peas (Matar),Goa,January,Zinc Oxysulphate,109.5,80.7,74.2,36.2,74.9,7.6,35.3
Cowpea (Lobia),Karnataka,August,Neem-Coated Urea,54.7,10.1,46.8,35.3,97.8,8.3,47.9
Cowpea (Lobia),Goa,September,Calcium Ammonium Nitrate (CAN),56.0,24.3,62.7,23.5,89.4,8.4,35.7
Cowpea (Lobia),Madhya Pradesh,May,Calcium Nitrate,91.4,39.4,52.7,37.5,49.3,7.6,45.7
Cowpea (Lobia),Bihar,May,NPK 16:20:0,104.6,73.8,56.8,19.6,49.8,6.4,26.3
Cowpea (Lobia),Arunachal Pradesh,December,Anhydrous Ammonia,109.2,20.5,31.9,24.5,42.6,7.7,48.0
Cowpea (Lobia),Kerala,August,Ferrous Sulphate,10.9,32.3,105.7,39.4,43.5,7.5,18.4
Cowpea (Lobia),Jharkhand,June,NPK 15:15:15,75.8,75.5,33.7,17.7,23.1,5.3,21.8
Cowpea (Lobia),Maharashtra,September,Copper Sulphate,0.7,66.7,71.5,35.7,52.5,5.4,20.8
Cowpea (Lobia),Arunachal Pradesh,August,NPK 12:32:16,59.4,8.8,84.4,10.6,82.0,8.9,34.6
Cowpea (Lobia),Karnataka,January,Copper Sulphate,4.8,71.0,72.5,18.9,63.7,7.2,13.4
Cowpea (Lobia),Madhya Pradesh,April,Zinc Sulphate,50.6,53.3,116.3,25.9,43.1,5.1,10.2
Cowpea (Lobia),Kerala,November,Triple Super Phosphate (TSP),88.3,34.8,33.1,32.8,78.9,6.2,10.0
Cowpea (Lobia),Gujarat,January,Dolomite,63.8,90.9,26.0,21.2,72.6,5.9,28.5
Cowpea (Lobia),Kerala,December,Bone Meal,49.8,92.6,82.6,18.2,68.7,5.2,21.5
Cowpea (Lobia),Jharkhand,May,Sulfur Coated Urea,21.9,74.5,72.7,35.5,40.3,5.5,13.7
Cowpea (Lobia),Kerala,June,Ammonium Chloride,131.2,23.5,102.0,37.8,64.0,6.1,45.0
Cowpea (Lobia),Jharkhand,November,Bone Meal,8.6,57.9,60.7,16.2,37.1,4.6,24.4
Cowpea (Lobia),Arunachal Pradesh,August,Sulphur-Coated Urea,13.9,14.2,45.5,40.2,29.0,8.5,18.2
Cowpea (Lobia),Chhattisgarh,February,NPK 16:20:0,107.8,17.5,78.7,14.9,35.1,6.4,45.0
Cowpea (Lobia),Andhra Pradesh,June,Monoammonium Phosphate (MAP),54.7,53.1,32.2,35.2,85.1,7.2,15.4
Cowpea (Lobia),Arunachal Pradesh,July,Muriate of Potash (MOP),69.9,49.9,73.9,26.5,42.3,7.1,37.9
Cowpea (Lobia),Maharashtra,December,Diammonium Phosphate (DAP),37.5,37.4,102.3,41.0,22.4,7.5,30.5
Cowpea (Lobia),Chhattisgarh,August,Zinc Oxysulphate,25.1,87.4,109.1,32.3,99.3,5.4,5.7
Cowpea (Lobia),Assam,September,NPK 20:20:13,118.0,17.5,82.5,36.2,63.7,6.7,49.4
Cowpea (Lobia),Haryana,January,Calcium Ammonium Nitrate (CAN),22.4,87.3,14.5,43.8,51.5,5.5,9.7
Cowpea (Lobia),Goa,October,Muriate of Potash (MOP),86.0,34.0,21.0,34.6,43.0,8.9,30.6
Cowpea (Lobia),Haryana,May,NPK 17:17:17,29.9,56.4,56.4,12.9,70.9,5.9,41.6
Cowpea (Lobia),Andhra Pradesh,April,Zinc Fortified Urea,138.5,39.6,93.6,19.2,40.7,4.8,30.2
Cowpea (Lobia),Goa,July,Gypsum,23.9,71.4,21.1,16.8,62.0,7.5,13.1
Cowpea (Lobia),Goa,July,Water Soluble NPK (13:40:13),69.0,84.2,77.1,16.4,56.9,5.7,9.4
Cowpea (Lobia),Chhattisgarh,November,NPK 14:28:14,88.9,91.3,43.2,34.1,83.5,5.9,25.9
Cowpea (Lobia),Himachal Pradesh,December,Monoammonium Phosphate (MAP),60.4,79.9,65.4,39.9,64.0,4.9,33.9
Cowpea (Lobia),Madhya Pradesh,January,Double Super Phosphate (DSP),5.9,31.0,70.2,37.0,51.8,8.1,40.4
Cowpea (Lobia),Kerala,May,Farmyard Manure (FYM),126.3,10.4,69.4,19.2,97.8,8.2,28.1
Cowpea (Lobia),Haryana,March,Green Manure,4.5,55.2,26.5,12.6,71.2,8.5,35.5
Cowpea (Lobia),Gujarat,August,NPK 16:20:0,16.2,2.1,92.5,26.9,67.5,5.3,12.4
Cowpea (Lobia),Jharkhand,April,Manganese Sulphate,99.1,33.3,68.3,21.6,75.8,5.3,21.9
Cowpea (Lobia),Bihar,January,Rhizobium Biofertilizer,97.3,36.6,108.5,21.0,46.7,8.1,38.8
Cowpea (Lobia),Goa,November,Ammonium Sulphate (AS),40.5,0.5,53.5,26.4,63.3,8.2,25.9
Cowpea (Lobia),Jharkhand,March,Magnesium Sulphate,75.4,44.4,94.5,36.6,92.6,7.4,5.1
Cowpea (Lobia),Kerala,November,Green Manure,112.0,29.7,69.0,13.1,49.7,6.0,38.8
Cowpea (Lobia),Himachal Pradesh,June,Anhydrous Ammonia,9.6,5.9,48.4,43.1,22.6,6.5,23.1
Cowpea (Lobia),Goa,December,Gypsum,4.4,60.3,92.4,13.7,78.3,7.4,40.8
Cowpea (Lobia),Kerala,July,Calcium Ammonium Nitrate (CAN),99.4,74.0,105.0,38.6,37.9,6.1,30.2
Cowpea (Lobia),Kerala,April,Azolla,0.6,5.7,16.7,31.9,66.4,5.9,49.7
Cowpea (Lobia),Jharkhand,October,Ammonium Nitrate,79.4,27.6,68.5,21.5,88.5,5.4,22.0
Cowpea (Lobia),Madhya Pradesh,August,Zinc EDTA,3.2,0.9,101.8,43.2,59.5,8.4,34.5
Cowpea (Lobia),Karnataka,December,Sulphur-Coated Urea,135.4,4.1,90.1,16.9,32.4,7.7,24.0
Cowpea (Lobia),Gujarat,May,Sulphate of Potash (SOP),106.9,99.6,26.0,26.9,63.6,6.7,43.3
Cowpea (Lobia),Arunachal Pradesh,December,Calcium Nitrate,61.2,0.2,83.0,37.3,79.0,8.8,22.7
Cowpea (Lobia),Chhattisgarh,July,Muriate of Potash (MOP),5.2,94.4,45.6,30.2,33.3,5.2,38.0
Cowpea (Lobia),Kerala,May,NPK 20:20:0,22.7,33.3,73.2,42.3,73.7,4.8,49.6
Cowpea (Lobia),Arunachal Pradesh,September,Manganese Sulphate,13.8,38.6,19.2,13.9,62.9,5.5,10.6
Cowpea (Lobia),Bihar,July,Magnesium Sulphate,100.6,37.7,69.2,29.0,55.9,4.8,25.3
Cowpea (Lobia),Chhattisgarh,March,Boron Fortified NPK,17.4,69.9,8.9,20.9,35.5,5.8,6.5
Cowpea (Lobia),Himachal Pradesh,September,NPK 17:17:17,79.2,93.4,20.0,18.0,72.7,8.3,32.2
Cowpea (Lobia),Karnataka,August,Copper Sulphate,10.6,48.6,108.7,43.0,95.8,4.9,6.8
Cowpea (Lobia),Kerala,April,Vermicompost,91.9,65.2,20.3,39.0,43.4,8.6,44.0
Cowpea (Lobia),Madhya Pradesh,August,Gypsum,80.3,60.9,32.9,26.4,89.6,6.0,44.1
Cowpea (Lobia),Gujarat,November,Water Soluble NPK (13:40:13),123.9,22.4,109.3,27.1,97.8,4.8,32.5
Cowpea (Lobia),Himachal Pradesh,October,Green Manure,5.5,85.3,7.5,29.3,20.4,4.7,7.1
Cowpea (Lobia),Gujarat,December,NPK 19:19:19,16.1,58.9,97.6,33.5,74.8,6.8,44.6
Cowpea (Lobia),Andhra Pradesh,August,NPK 15:15:15,92.9,33.6,108.6,34.3,94.3,4.6,28.7
Cowpea (Lobia),Himachal Pradesh,May,Double Super Phosphate (DSP),29.1,95.1,15.6,33.8,74.3,9.0,39.6
Cowpea (Lobia),Arunachal Pradesh,April,Boron (Boric Acid/Borax),104.2,12.8,51.2,28.5,49.9,8.4,7.7
Cowpea (Lobia),Madhya Pradesh,October,Phosphobacteria,89.5,3.9,81.2,23.9,59.0,7.2,28.2
Cowpea (Lobia),Jharkhand,January,Farmyard Manure (FYM),129.0,27.1,9.6,27.9,71.9,6.3,11.2
Cowpea (Lobia),Arunachal Pradesh,April,Azotobacter Biofertilizer,80.4,48.5,82.7,27.6,52.0,7.4,47.2
Cowpea (Lobia),Goa,January,Boron (Boric Acid/Borax),133.3,82.1,24.8,28.3,75.6,7.9,39.9
Cowpea (Lobia),Goa,October,Triple Super Phosphate (TSP),18.1,45.1,104.1,25.1,47.5,8.9,29.2
Cowpea (Lobia),Madhya Pradesh,August,Rhizobium Biofertilizer,23.0,88.2,2.6,36.3,49.2,8.8,16.4
Cowpea (Lobia),Karnataka,August,Water Soluble NPK (13:40:13),62.8,67.6,115.6,15.6,39.4,7.5,44.5
Cowpea (Lobia),Chhattisgarh,August,Pyrites,71.2,94.2,119.5,37.4,30.4,8.2,10.2
Cowpea (Lobia),Goa,April,NPK 28:28:0,49.7,42.3,30.0,15.3,33.1,7.0,23.7
Cowpea (Lobia),Kerala,October,NPK 30:10:10,89.6,16.8,49.7,38.0,80.4,5.0,6.0
Cowpea (Lobia),Goa,August,Sulfur Coated Urea,21.8,64.1,69.3,32.8,28.0,7.6,48.1
Cowpea (Lobia),Bihar,March,NPK 20:20:0,61.0,87.6,74.1,31.8,54.6,4.8,22.7
Cowpea (Lobia),Himachal Pradesh,February,Water Soluble NPK (13:40:13),40.0,13.6,19.4,34.3,99.9,7.4,40.2
Cowpea (Lobia),Madhya Pradesh,March,Pyrites,97.6,12.1,41.6,17.5,95.8,5.3,10.9
Cowpea (Lobia),Himachal Pradesh,October,Pyrites,64.0,73.6,57.6,24.7,83.0,8.0,49.5
Cowpea (Lobia),Goa,December,Triple Super Phosphate (TSP),120.3,13.5,55.2,32.3,79.6,7.1,29.4
Cowpea (Lobia),Goa,October,NPK 16:20:0,115.5,27.0,11.3,14.3,34.5,5.6,27.7
Cowpea (Lobia),Arunachal Pradesh,January,Water Soluble NPK (13:40:13),117.7,94.0,5.2,32.8,62.4,7.0,19.9
Cowpea (Lobia),Andhra Pradesh,August,Rock Phosphate,54.7,33.5,65.3,41.3,30.4,6.1,32.9
Cowpea (Lobia),Arunachal Pradesh,August,Rhizobium Biofertilizer,128.8,84.2,118.1,22.4,59.4,5.0,33.7
Cowpea (Lobia),Bihar,October,Boron Fortified NPK,82.8,81.8,83.9,13.9,91.5,4.8,42.2
Cowpea (Lobia),Karnataka,October,NPK 15:15:15,19.3,2.2,11.6,23.2,57.3,5.4,24.4
Cowpea (Lobia),Gujarat,August,Double Super Phosphate (DSP),61.4,58.6,20.8,22.1,87.0,7.0,12.9
Cowpea (Lobia),Karnataka,October,Phosphobacteria,45.3,74.3,34.7,34.9,60.4,6.7,27.2
Cowpea (Lobia),Haryana,October,Ammonium Nitrate,53.5,87.2,29.0,40.4,94.7,7.7,45.7
Cowpea (Lobia),Kerala,February,Rhizobium Biofertilizer,107.3,77.3,109.4,27.2,79.2,8.3,15.3
Cowpea (Lobia),Haryana,October,Zinc Oxysulphate,6.8,30.4,76.0,14.4,49.5,9.0,28.5
Cowpea (Lobia),Chhattisgarh,September,Triple Super Phosphate (TSP),59.4,76.3,28.7,42.1,90.0,8.7,27.2
Cowpea (Lobia),Goa,December,Water Soluble NPK (19:19:19),88.5,82.5,45.5,21.2,84.8,8.1,42.0
Cowpea (Lobia),Andhra Pradesh,September,Farmyard Manure (FYM),41.6,70.4,66.6,39.7,39.2,8.7,21.8
Cowpea (Lobia),Chhattisgarh,March,Rock Phosphate,48.1,75.1,70.8,30.5,21.6,4.8,49.8
Cowpea (Lobia),Andhra Pradesh,March,Zinc Fortified Urea,108.5,95.4,101.6,25.6,76.7,5.0,21.0
Cowpea (Lobia),Kerala,October,Potassium Nitrate,64.1,94.0,28.1,18.7,47.5,7.7,17.4
Cowpea (Lobia),Andhra Pradesh,February,NPK 20:20:13,68.2,49.4,47.4,12.6,51.9,7.2,35.5
Cowpea (Lobia),Karnataka,April,Dolomite,51.7,50.5,41.6,40.7,86.0,5.4,47.2
Horse Gram (Kulthi),Assam,November,Diammonium Phosphate (DAP),112.5,7.0,4.5,34.4,53.5,8.5,36.5
Horse Gram (Kulthi),Karnataka,January,Calcium Ammonium Nitrate (CAN),53.3,9.1,101.0,15.9,26.2,7.7,5.6
Horse Gram (Kulthi),Jharkhand,May,Pyrites,59.2,56.9,68.3,22.4,31.5,4.9,17.8
Horse Gram (Kulthi),Maharashtra,February,Ammonium Nitrate,98.9,84.6,72.7,31.9,81.7,8.5,42.6
Horse Gram (Kulthi),Haryana,January,Single Super Phosphate (SSP),93.1,18.2,9.4,34.4,72.9,8.3,11.2
Horse Gram (Kulthi),Karnataka,May,Compost,19.9,35.2,84.5,11.9,44.1,6.3,43.1
